date,county,latitude,longitude,rainfall_mm,temp_max_c,temp_min_c,temp_avg_c,evapotranspiration_mm,wind_speed_kmh,data_source
2025-02-09,Baringo,0.81,35.9,0.0,34.7,21.6,28.15,6.87,15.5,open-meteo-archive
2025-02-10,Baringo,0.81,35.9,0.0,36.8,21.2,29.0,6.78,18.5,open-meteo-archive
2025-02-11,Baringo,0.81,35.9,0.0,36.4,21.4,28.9,6.76,20.9,open-meteo-archive
2025-02-12,Baringo,0.81,35.9,0.1,33.6,21.4,27.5,6.69,18.6,open-meteo-archive
2025-02-13,Baringo,0.81,35.9,0.5,34.9,21.5,28.2,6.42,18.4,open-meteo-archive
2025-02-14,Baringo,0.81,35.9,0.0,36.1,20.1,28.1,6.43,18.3,open-meteo-archive
2025-02-15,Baringo,0.81,35.9,0.0,34.8,21.5,28.15,6.52,17.2,open-meteo-archive
2025-02-16,Baringo,0.81,35.9,0.0,35.4,20.9,28.15,6.67,15.6,open-meteo-archive
2025-02-17,Baringo,0.81,35.9,0.0,35.5,20.1,27.8,5.88,15.1,open-meteo-archive
2025-02-18,Baringo,0.81,35.9,0.0,35.4,19.6,27.5,6.92,14.8,open-meteo-archive
2025-02-19,Baringo,0.81,35.9,0.0,34.9,19.0,26.95,7.36,15.0,open-meteo-archive
2025-02-20,Baringo,0.81,35.9,0.0,35.7,19.9,27.8,7.6,16.2,open-meteo-archive
2025-02-21,Baringo,0.81,35.9,0.0,35.5,20.0,27.75,7.76,22.1,open-meteo-archive
2025-02-22,Baringo,0.81,35.9,0.0,36.4,19.7,28.05,7.71,24.8,open-meteo-archive
2025-02-23,Baringo,0.81,35.9,0.0,35.7,20.5,28.1,6.73,18.7,open-meteo-archive
2025-02-24,Baringo,0.81,35.9,0.0,34.0,20.7,27.35,6.45,15.1,open-meteo-archive
2025-02-25,Baringo,0.81,35.9,0.0,35.2,18.4,26.8,7.08,21.0,open-meteo-archive
2025-02-26,Baringo,0.81,35.9,0.0,36.5,20.6,28.55,6.97,21.7,open-meteo-archive
2025-02-27,Baringo,0.81,35.9,0.0,35.1,20.9,28.0,7.37,15.6,open-meteo-archive
2025-02-28,Baringo,0.81,35.9,0.0,35.0,20.5,27.75,6.76,13.7,open-meteo-archive
2025-03-01,Baringo,0.81,35.9,0.1,35.6,20.3,27.95,6.5,15.0,open-meteo-archive
2025-03-02,Baringo,0.81,35.9,0.0,34.4,20.5,27.45,6.3,19.8,open-meteo-archive
2025-03-03,Baringo,0.81,35.9,0.0,37.6,20.8,29.2,6.58,23.0,open-meteo-archive
2025-03-04,Baringo,0.81,35.9,0.0,35.5,20.6,28.05,6.86,14.0,open-meteo-archive
2025-03-05,Baringo,0.81,35.9,0.0,35.3,21.9,28.6,6.64,13.2,open-meteo-archive
2025-03-06,Baringo,0.81,35.9,0.0,35.8,20.7,28.25,6.89,18.2,open-meteo-archive
2025-03-07,Baringo,0.81,35.9,0.0,35.9,20.7,28.3,6.97,12.4,open-meteo-archive
2025-03-08,Baringo,0.81,35.9,2.6,35.8,22.9,29.35,6.85,19.0,open-meteo-archive
2025-03-09,Baringo,0.81,35.9,8.0,33.6,20.6,27.1,5.8,13.8,open-meteo-archive
2025-03-10,Baringo,0.81,35.9,17.7,30.6,19.4,25.0,4.32,15.0,open-meteo-archive
2025-03-11,Baringo,0.81,35.9,15.2,31.1,18.0,24.55,5.16,18.6,open-meteo-archive
2025-03-12,Baringo,0.81,35.9,0.4,30.9,19.0,24.95,5.2,13.9,open-meteo-archive
2025-03-13,Baringo,0.81,35.9,0.0,30.4,20.0,25.2,5.25,11.0,open-meteo-archive
2025-03-14,Baringo,0.81,35.9,0.0,33.1,20.3,26.7,5.99,14.0,open-meteo-archive
2025-03-15,Baringo,0.81,35.9,0.0,34.1,22.6,28.35,6.71,12.6,open-meteo-archive
2025-03-16,Baringo,0.81,35.9,0.0,33.6,21.4,27.5,6.21,11.7,open-meteo-archive
2025-03-17,Baringo,0.81,35.9,0.9,33.0,21.8,27.4,5.93,14.7,open-meteo-archive
2025-03-18,Baringo,0.81,35.9,0.5,33.3,20.3,26.8,5.87,15.8,open-meteo-archive
2025-03-19,Baringo,0.81,35.9,1.1,31.4,21.4,26.4,5.58,14.0,open-meteo-archive
2025-03-20,Baringo,0.81,35.9,0.5,29.7,19.0,24.35,4.53,9.9,open-meteo-archive
2025-03-21,Baringo,0.81,35.9,0.0,31.9,20.0,25.95,5.65,10.4,open-meteo-archive
2025-03-22,Baringo,0.81,35.9,0.4,32.5,19.0,25.75,5.82,10.7,open-meteo-archive
2025-03-23,Baringo,0.81,35.9,0.2,33.1,21.3,27.2,5.6,14.4,open-meteo-archive
2025-03-24,Baringo,0.81,35.9,0.1,33.2,20.7,26.95,5.58,16.2,open-meteo-archive
2025-03-25,Baringo,0.81,35.9,1.1,33.6,20.2,26.9,5.93,17.3,open-meteo-archive
2025-01-01,Bomet,-0.685,35.355,0.0,23.0,11.4,17.2,4.44,16.8,open-meteo-archive
2025-01-02,Bomet,-0.685,35.355,0.0,23.3,8.5,15.9,4.61,17.5,open-meteo-archive
2025-01-03,Bomet,-0.685,35.355,0.0,23.6,8.7,16.15,4.57,12.1,open-meteo-archive
2025-01-04,Bomet,-0.685,35.355,0.2,23.0,10.9,16.95,4.34,12.0,open-meteo-archive
2025-01-05,Bomet,-0.685,35.355,0.0,24.0,10.6,17.3,4.89,16.3,open-meteo-archive
2025-01-06,Bomet,-0.685,35.355,0.0,24.2,8.2,16.2,4.89,16.8,open-meteo-archive
2025-01-07,Bomet,-0.685,35.355,0.0,22.6,11.4,17.0,4.67,15.5,open-meteo-archive
2025-01-08,Bomet,-0.685,35.355,0.0,22.0,9.8,15.9,4.49,11.0,open-meteo-archive
2025-01-09,Bomet,-0.685,35.355,0.9,21.4,10.8,16.1,4.26,11.2,open-meteo-archive
2025-01-10,Bomet,-0.685,35.355,17.6,21.4,11.1,16.25,3.77,14.3,open-meteo-archive
2025-01-11,Bomet,-0.685,35.355,1.4,21.4,10.9,16.15,4.09,13.2,open-meteo-archive
2025-01-12,Bomet,-0.685,35.355,1.1,21.0,10.9,15.95,4.22,12.9,open-meteo-archive
2025-01-13,Bomet,-0.685,35.355,0.1,22.3,11.1,16.7,4.32,12.9,open-meteo-archive
2025-01-14,Bomet,-0.685,35.355,0.0,23.6,11.6,17.6,5.84,25.6,open-meteo-archive
2025-01-15,Bomet,-0.685,35.355,0.0,23.2,9.9,16.55,5.45,24.0,open-meteo-archive
2025-01-16,Bomet,-0.685,35.355,0.0,24.2,11.7,17.95,5.08,20.8,open-meteo-archive
2025-01-17,Bomet,-0.685,35.355,0.1,21.6,11.1,16.35,4.73,13.9,open-meteo-archive
2025-01-18,Bomet,-0.685,35.355,0.1,21.8,10.6,16.2,4.6,13.9,open-meteo-archive
2025-01-19,Bomet,-0.685,35.355,0.0,22.6,11.9,17.25,4.64,14.6,open-meteo-archive
2025-01-20,Bomet,-0.685,35.355,0.0,22.7,11.1,16.9,4.55,18.0,open-meteo-archive
2025-01-21,Bomet,-0.685,35.355,0.0,22.8,10.2,16.5,4.32,13.4,open-meteo-archive
2025-01-22,Bomet,-0.685,35.355,4.1,21.8,11.1,16.45,4.06,12.3,open-meteo-archive
2025-01-23,Bomet,-0.685,35.355,0.9,22.2,9.7,15.95,4.31,17.8,open-meteo-archive
2025-01-24,Bomet,-0.685,35.355,0.0,23.0,9.9,16.45,4.51,15.9,open-meteo-archive
2025-01-25,Bomet,-0.685,35.355,10.8,20.4,10.9,15.65,3.6,10.6,open-meteo-archive
2025-01-26,Bomet,-0.685,35.355,3.4,19.8,9.9,14.85,3.27,15.1,open-meteo-archive
2025-01-27,Bomet,-0.685,35.355,0.8,21.6,11.6,16.6,3.75,13.5,open-meteo-archive
2025-01-28,Bomet,-0.685,35.355,15.5,18.7,10.8,14.75,2.65,11.9,open-meteo-archive
2025-01-29,Bomet,-0.685,35.355,15.4,20.0,12.2,16.1,2.8,14.7,open-meteo-archive
2025-01-30,Bomet,-0.685,35.355,21.6,19.7,11.9,15.8,2.57,13.1,open-meteo-archive
2025-01-31,Bomet,-0.685,35.355,4.1,21.2,10.6,15.9,4.42,11.2,open-meteo-archive
2025-02-01,Bomet,-0.685,35.355,11.7,21.0,11.6,16.3,3.59,7.2,open-meteo-archive
2025-02-02,Bomet,-0.685,35.355,2.8,20.8,12.4,16.6,3.25,9.7,open-meteo-archive
2025-02-03,Bomet,-0.685,35.355,0.3,24.0,10.8,17.4,4.27,13.1,open-meteo-archive
2025-02-04,Bomet,-0.685,35.355,0.1,23.4,11.1,17.25,4.6,15.2,open-meteo-archive
2025-02-05,Bomet,-0.685,35.355,0.0,24.0,11.8,17.9,4.81,16.8,open-meteo-archive
2025-02-06,Bomet,-0.685,35.355,0.1,24.1,10.8,17.45,4.88,17.7,open-meteo-archive
2025-02-07,Bomet,-0.685,35.355,0.6,22.9,10.9,16.9,4.31,15.5,open-meteo-archive
2025-02-08,Bomet,-0.685,35.355,0.6,22.0,11.9,16.95,4.49,14.1,open-meteo-archive
2025-02-09,Bomet,-0.685,35.355,0.5,23.0,10.8,16.9,4.66,15.7,open-meteo-archive
2025-02-10,Bomet,-0.685,35.355,0.2,25.8,9.6,17.7,5.34,17.3,open-meteo-archive
2025-02-11,Bomet,-0.685,35.355,0.0,25.2,9.6,17.4,5.44,18.2,open-meteo-archive
2025-02-12,Bomet,-0.685,35.355,0.4,24.9,10.9,17.9,5.18,19.9,open-meteo-archive
2025-02-13,Bomet,-0.685,35.355,0.2,25.5,12.2,18.85,5.12,19.9,open-meteo-archive
2025-02-14,Bomet,-0.685,35.355,0.0,24.3,11.2,17.75,5.38,20.6,open-meteo-archive
2025-02-15,Bomet,-0.685,35.355,1.7,23.0,11.8,17.4,4.66,16.4,open-meteo-archive
2025-02-16,Bomet,-0.685,35.355,0.0,23.8,10.8,17.3,4.74,16.7,open-meteo-archive
2025-02-17,Bomet,-0.685,35.355,0.0,25.0,11.6,18.3,5.44,19.5,open-meteo-archive
2025-02-18,Bomet,-0.685,35.355,0.0,25.0,11.1,18.05,5.86,18.3,open-meteo-archive
2025-02-19,Bomet,-0.685,35.355,0.0,23.1,11.2,17.15,5.26,18.9,open-meteo-archive
2025-02-20,Bomet,-0.685,35.355,0.0,25.1,10.8,17.95,5.77,17.4,open-meteo-archive
2025-02-21,Bomet,-0.685,35.355,0.0,25.9,10.1,18.0,5.92,15.4,open-meteo-archive
2025-02-22,Bomet,-0.685,35.355,0.0,25.9,9.1,17.5,6.34,23.6,open-meteo-archive
2025-02-23,Bomet,-0.685,35.355,0.0,26.2,11.6,18.9,5.82,20.7,open-meteo-archive
2025-02-24,Bomet,-0.685,35.355,0.0,25.8,12.0,18.9,6.09,21.2,open-meteo-archive
2025-02-25,Bomet,-0.685,35.355,0.0,25.9,10.9,18.4,6.1,27.5,open-meteo-archive
2025-02-26,Bomet,-0.685,35.355,0.0,24.9,11.4,18.15,6.34,31.6,open-meteo-archive
2025-02-27,Bomet,-0.685,35.355,0.0,26.8,14.0,20.4,6.87,22.8,open-meteo-archive
2025-02-28,Bomet,-0.685,35.355,0.0,26.2,10.4,18.3,5.35,13.0,open-meteo-archive
2025-03-01,Bomet,-0.685,35.355,0.0,27.5,12.1,19.8,5.45,11.7,open-meteo-archive
2025-03-02,Bomet,-0.685,35.355,0.0,27.6,12.1,19.85,6.26,20.6,open-meteo-archive
2025-03-03,Bomet,-0.685,35.355,0.1,26.5,11.2,18.85,5.6,17.7,open-meteo-archive
2025-03-04,Bomet,-0.685,35.355,0.0,25.5,11.6,18.55,5.52,16.0,open-meteo-archive
2025-03-05,Bomet,-0.685,35.355,0.0,25.4,12.5,18.95,5.85,21.5,open-meteo-archive
2025-03-06,Bomet,-0.685,35.355,0.0,25.8,13.4,19.6,5.84,18.6,open-meteo-archive
2025-03-07,Bomet,-0.685,35.355,0.0,27.4,12.6,20.0,5.34,18.6,open-meteo-archive
2025-03-08,Bomet,-0.685,35.355,1.3,25.1,12.4,18.75,4.9,17.1,open-meteo-archive
2025-03-09,Bomet,-0.685,35.355,20.2,22.6,13.2,17.9,3.57,8.7,open-meteo-archive
2025-03-10,Bomet,-0.685,35.355,33.1,21.0,13.4,17.2,2.77,14.5,open-meteo-archive
2025-03-11,Bomet,-0.685,35.355,13.6,22.6,13.7,18.15,3.38,16.5,open-meteo-archive
2025-03-12,Bomet,-0.685,35.355,0.5,23.6,11.7,17.65,4.44,16.6,open-meteo-archive
2025-03-13,Bomet,-0.685,35.355,2.6,22.4,11.6,17.0,4.15,12.4,open-meteo-archive
2025-03-14,Bomet,-0.685,35.355,0.1,24.4,12.4,18.4,4.91,18.5,open-meteo-archive
2025-03-15,Bomet,-0.685,35.355,1.8,24.6,11.1,17.85,4.56,12.8,open-meteo-archive
2025-03-16,Bomet,-0.685,35.355,4.5,21.9,10.6,16.25,4.21,16.0,open-meteo-archive
2025-03-17,Bomet,-0.685,35.355,5.6,22.5,11.9,17.2,4.44,11.8,open-meteo-archive
2025-03-18,Bomet,-0.685,35.355,10.9,22.8,11.9,17.35,3.7,15.3,open-meteo-archive
2025-03-19,Bomet,-0.685,35.355,10.2,21.0,11.4,16.2,3.04,12.9,open-meteo-archive
2025-03-20,Bomet,-0.685,35.355,17.0,19.9,11.9,15.9,3.0,8.7,open-meteo-archive
2025-03-21,Bomet,-0.685,35.355,6.3,22.0,12.8,17.4,4.53,13.7,open-meteo-archive
2025-03-22,Bomet,-0.685,35.355,0.6,23.0,11.6,17.3,4.63,12.5,open-meteo-archive
2025-03-23,Bomet,-0.685,35.355,13.0,21.5,12.1,16.8,3.83,11.6,open-meteo-archive
2025-03-24,Bomet,-0.685,35.355,11.9,21.1,11.2,16.15,3.33,9.8,open-meteo-archive
2025-03-25,Bomet,-0.685,35.355,8.3,21.9,11.1,16.5,3.7,13.4,open-meteo-archive
2025-01-01,Bungoma,0.81,34.62,0.0,27.1,13.2,20.15,5.0,17.4,open-meteo-archive
2025-01-02,Bungoma,0.81,34.62,0.0,26.9,14.1,20.5,6.86,22.9,open-meteo-archive
2025-01-03,Bungoma,0.81,34.62,0.0,27.5,14.8,21.15,6.22,19.2,open-meteo-archive
2025-01-04,Bungoma,0.81,34.62,0.0,27.8,14.3,21.05,6.44,20.5,open-meteo-archive
2025-01-05,Bungoma,0.81,34.62,0.0,27.9,12.5,20.2,6.51,24.1,open-meteo-archive
2025-01-06,Bungoma,0.81,34.62,0.0,28.5,12.6,20.55,6.09,19.6,open-meteo-archive
2025-01-07,Bungoma,0.81,34.62,0.0,28.0,12.4,20.2,5.32,11.8,open-meteo-archive
2025-01-08,Bungoma,0.81,34.62,0.0,26.1,11.9,19.0,4.95,14.3,open-meteo-archive
2025-01-09,Bungoma,0.81,34.62,0.0,26.5,12.4,19.45,4.89,14.0,open-meteo-archive
2025-01-10,Bungoma,0.81,34.62,12.8,26.4,14.3,20.35,3.8,11.7,open-meteo-archive
2025-01-11,Bungoma,0.81,34.62,0.6,24.4,11.8,18.1,4.34,8.7,open-meteo-archive
2025-01-12,Bungoma,0.81,34.62,1.5,23.8,11.5,17.65,4.14,18.3,open-meteo-archive
2025-01-13,Bungoma,0.81,34.62,0.1,25.5,11.4,18.45,4.57,8.4,open-meteo-archive
2025-01-14,Bungoma,0.81,34.62,0.0,27.0,12.9,19.95,6.48,21.3,open-meteo-archive
2025-01-15,Bungoma,0.81,34.62,0.0,27.3,14.2,20.75,7.24,23.3,open-meteo-archive
2025-01-16,Bungoma,0.81,34.62,0.0,26.6,16.9,21.75,7.37,25.7,open-meteo-archive
2025-01-17,Bungoma,0.81,34.62,0.0,27.9,15.2,21.55,7.01,24.2,open-meteo-archive
2025-01-18,Bungoma,0.81,34.62,0.0,28.8,12.2,20.5,5.47,14.5,open-meteo-archive
2025-01-19,Bungoma,0.81,34.62,0.0,27.8,12.4,20.1,5.19,15.6,open-meteo-archive
2025-01-20,Bungoma,0.81,34.62,0.0,27.7,12.1,19.9,5.37,22.5,open-meteo-archive
2025-01-21,Bungoma,0.81,34.62,1.1,25.7,12.9,19.3,4.43,12.2,open-meteo-archive
2025-01-22,Bungoma,0.81,34.62,0.8,25.2,12.3,18.75,4.44,18.3,open-meteo-archive
2025-01-23,Bungoma,0.81,34.62,0.7,25.5,13.4,19.45,4.72,16.4,open-meteo-archive
2025-01-24,Bungoma,0.81,34.62,0.1,26.0,11.6,18.8,4.88,16.9,open-meteo-archive
2025-01-25,Bungoma,0.81,34.62,3.8,23.4,13.1,18.25,3.95,18.9,open-meteo-archive
2025-01-26,Bungoma,0.81,34.62,2.2,23.0,12.4,17.7,4.06,13.9,open-meteo-archive
2025-01-27,Bungoma,0.81,34.62,0.0,26.4,12.1,19.25,4.56,12.5,open-meteo-archive
2025-01-28,Bungoma,0.81,34.62,3.1,24.5,11.8,18.15,4.18,16.2,open-meteo-archive
2025-01-29,Bungoma,0.81,34.62,0.8,24.1,14.4,19.25,3.83,11.3,open-meteo-archive
2025-01-30,Bungoma,0.81,34.62,2.4,24.0,13.2,18.6,3.95,9.8,open-meteo-archive
2025-01-31,Bungoma,0.81,34.62,1.0,23.3,11.6,17.45,4.45,10.2,open-meteo-archive
2025-02-01,Bungoma,0.81,34.62,0.9,24.0,12.8,18.4,4.28,18.3,open-meteo-archive
2025-02-02,Bungoma,0.81,34.62,0.9,24.5,12.6,18.55,4.34,15.0,open-meteo-archive
2025-02-03,Bungoma,0.81,34.62,0.1,25.4,11.9,18.65,4.74,15.2,open-meteo-archive
2025-02-04,Bungoma,0.81,34.62,0.0,28.6,12.2,20.4,5.75,14.3,open-meteo-archive
2025-02-05,Bungoma,0.81,34.62,0.0,28.1,11.1,19.6,5.89,15.1,open-meteo-archive
2025-02-06,Bungoma,0.81,34.62,0.0,28.2,11.6,19.9,5.85,20.2,open-meteo-archive
2025-02-07,Bungoma,0.81,34.62,0.0,28.5,12.8,20.65,5.31,12.3,open-meteo-archive
2025-02-08,Bungoma,0.81,34.62,0.2,26.7,13.4,20.05,4.95,18.8,open-meteo-archive
2025-02-09,Bungoma,0.81,34.62,0.1,28.1,12.6,20.35,5.03,12.1,open-meteo-archive
2025-02-10,Bungoma,0.81,34.62,0.0,29.8,12.8,21.3,5.59,14.8,open-meteo-archive
2025-02-11,Bungoma,0.81,34.62,0.0,30.4,13.5,21.95,6.88,17.4,open-meteo-archive
2025-02-12,Bungoma,0.81,34.62,0.0,30.0,15.2,22.6,6.87,18.3,open-meteo-archive
2025-02-13,Bungoma,0.81,34.62,0.0,29.9,13.8,21.85,6.33,22.1,open-meteo-archive
2025-02-14,Bungoma,0.81,34.62,0.0,30.2,14.5,22.35,6.79,20.8,open-meteo-archive
2025-02-15,Bungoma,0.81,34.62,0.8,26.8,15.0,20.9,4.67,17.5,open-meteo-archive
2025-02-16,Bungoma,0.81,34.62,0.1,29.0,13.1,21.05,5.36,10.8,open-meteo-archive
2025-02-17,Bungoma,0.81,34.62,0.0,30.4,12.9,21.65,6.6,19.9,open-meteo-archive
2025-02-18,Bungoma,0.81,34.62,0.0,30.0,12.6,21.3,7.65,18.6,open-meteo-archive
2025-02-19,Bungoma,0.81,34.62,0.0,29.9,14.8,22.35,7.36,17.6,open-meteo-archive
2025-02-20,Bungoma,0.81,34.62,0.0,29.5,13.8,21.65,6.69,14.3,open-meteo-archive
2025-02-21,Bungoma,0.81,34.62,0.0,30.4,15.6,23.0,8.03,26.7,open-meteo-archive
2025-02-22,Bungoma,0.81,34.62,0.0,30.5,18.0,24.25,8.88,23.9,open-meteo-archive
2025-02-23,Bungoma,0.81,34.62,0.0,29.6,17.5,23.55,7.4,20.7,open-meteo-archive
2025-02-24,Bungoma,0.81,34.62,0.0,30.2,16.2,23.2,7.06,20.9,open-meteo-archive
2025-02-25,Bungoma,0.81,34.62,0.0,29.9,18.0,23.95,9.06,26.7,open-meteo-archive
2025-02-26,Bungoma,0.81,34.62,0.0,30.0,17.1,23.55,8.54,23.8,open-meteo-archive
2025-02-27,Bungoma,0.81,34.62,0.0,31.0,16.3,23.65,8.04,22.3,open-meteo-archive
2025-02-28,Bungoma,0.81,34.62,0.0,30.6,13.9,22.25,6.97,22.3,open-meteo-archive
2025-03-01,Bungoma,0.81,34.62,0.0,29.6,14.1,21.85,6.13,19.0,open-meteo-archive
2025-03-02,Bungoma,0.81,34.62,0.0,29.0,17.8,23.4,7.49,23.3,open-meteo-archive
2025-03-03,Bungoma,0.81,34.62,0.0,31.5,17.0,24.25,6.97,18.7,open-meteo-archive
2025-03-04,Bungoma,0.81,34.62,0.0,31.0,15.3,23.15,6.02,10.3,open-meteo-archive
2025-03-05,Bungoma,0.81,34.62,0.0,33.0,15.7,24.35,6.75,18.1,open-meteo-archive
2025-03-06,Bungoma,0.81,34.62,0.0,31.2,15.4,23.3,5.87,9.4,open-meteo-archive
2025-03-07,Bungoma,0.81,34.62,0.0,30.9,15.9,23.4,5.84,11.4,open-meteo-archive
2025-03-08,Bungoma,0.81,34.62,2.4,27.6,15.9,21.75,4.46,13.6,open-meteo-archive
2025-03-09,Bungoma,0.81,34.62,24.9,25.8,14.8,20.3,4.11,13.9,open-meteo-archive
2025-03-10,Bungoma,0.81,34.62,15.9,23.3,14.7,19.0,3.78,18.0,open-meteo-archive
2025-03-11,Bungoma,0.81,34.62,10.1,25.5,13.2,19.35,4.29,10.4,open-meteo-archive
2025-03-12,Bungoma,0.81,34.62,0.9,26.2,14.2,20.2,5.02,16.9,open-meteo-archive
2025-03-13,Bungoma,0.81,34.62,0.3,24.7,14.8,19.75,4.66,14.3,open-meteo-archive
2025-03-14,Bungoma,0.81,34.62,0.0,28.2,13.2,20.7,5.83,17.5,open-meteo-archive
2025-03-15,Bungoma,0.81,34.62,0.0,29.1,14.2,21.65,5.49,17.1,open-meteo-archive
2025-03-16,Bungoma,0.81,34.62,10.5,22.5,14.4,18.45,3.45,11.2,open-meteo-archive
2025-03-17,Bungoma,0.81,34.62,8.0,25.8,15.4,20.6,4.01,12.7,open-meteo-archive
2025-03-18,Bungoma,0.81,34.62,2.1,27.2,13.4,20.3,4.14,15.4,open-meteo-archive
2025-03-19,Bungoma,0.81,34.62,6.6,25.1,14.6,19.85,4.32,13.0,open-meteo-archive
2025-03-20,Bungoma,0.81,34.62,9.1,22.3,15.5,18.9,2.62,12.9,open-meteo-archive
2025-03-21,Bungoma,0.81,34.62,0.3,26.5,14.3,20.4,5.18,12.3,open-meteo-archive
2025-03-22,Bungoma,0.81,34.62,0.7,26.5,13.1,19.8,4.93,13.7,open-meteo-archive
2025-03-23,Bungoma,0.81,34.62,2.3,25.2,14.1,19.65,4.19,11.6,open-meteo-archive
2025-03-24,Bungoma,0.81,34.62,2.6,25.5,14.1,19.8,4.27,12.3,open-meteo-archive
2025-03-25,Bungoma,0.81,34.62,4.5,25.1,14.5,19.8,4.59,14.3,open-meteo-archive
2025-01-01,Busia,0.25,34.07,0.0,29.2,17.9,23.55,4.7,22.8,open-meteo-archive
2025-01-02,Busia,0.25,34.07,0.9,30.8,18.1,24.45,4.95,25.4,open-meteo-archive
2025-01-03,Busia,0.25,34.07,0.1,30.4,17.8,24.1,4.82,23.8,open-meteo-archive
2025-01-04,Busia,0.25,34.07,2.3,29.5,18.2,23.85,4.61,22.7,open-meteo-archive
2025-01-05,Busia,0.25,34.07,0.0,30.6,18.1,24.35,5.43,23.1,open-meteo-archive
2025-01-06,Busia,0.25,34.07,0.0,30.4,18.0,24.2,5.26,23.0,open-meteo-archive
