date,county,latitude,longitude,rainfall_mm,temp_max_c,temp_min_c,temp_avg_c,evapotranspiration_mm,wind_speed_kmh,data_source
2024-03-15,Baringo,0.81,35.9,0.0,35.7,21.8,28.75,6.8,19.0,open-meteo-archive
2024-03-16,Baringo,0.81,35.9,0.0,35.5,21.5,28.5,6.69,16.4,open-meteo-archive
2024-03-17,Baringo,0.81,35.9,0.0,36.1,19.6,27.85,7.15,14.3,open-meteo-archive
2024-03-18,Baringo,0.81,35.9,0.0,40.0,22.1,31.05,6.8,17.5,open-meteo-archive
2024-03-19,Baringo,0.81,35.9,0.0,35.9,20.9,28.4,7.1,18.0,open-meteo-archive
2024-03-20,Baringo,0.81,35.9,0.0,37.5,21.6,29.55,6.84,22.6,open-meteo-archive
2024-03-21,Baringo,0.81,35.9,0.0,36.3,21.2,28.75,6.97,15.7,open-meteo-archive
2024-03-22,Baringo,0.81,35.9,0.0,36.5,22.9,29.7,6.71,11.4,open-meteo-archive
2024-03-23,Baringo,0.81,35.9,0.0,35.9,21.7,28.8,7.01,18.4,open-meteo-archive
2024-03-24,Baringo,0.81,35.9,0.1,36.6,23.3,29.95,6.94,16.1,open-meteo-archive
2024-03-25,Baringo,0.81,35.9,1.2,34.3,19.4,26.85,6.29,12.7,open-meteo-archive
2024-03-26,Baringo,0.81,35.9,0.7,35.3,23.0,29.15,6.19,15.9,open-meteo-archive
2024-03-27,Baringo,0.81,35.9,0.2,35.3,20.1,27.7,6.45,18.6,open-meteo-archive
2024-03-28,Baringo,0.81,35.9,0.4,34.4,21.4,27.9,5.79,13.0,open-meteo-archive
2024-03-29,Baringo,0.81,35.9,0.3,33.9,19.3,26.6,6.07,14.0,open-meteo-archive
2024-03-30,Baringo,0.81,35.9,3.8,34.1,20.0,27.05,5.61,15.8,open-meteo-archive
2024-03-31,Baringo,0.81,35.9,0.0,33.0,19.7,26.35,5.64,16.6,open-meteo-archive
2024-04-01,Baringo,0.81,35.9,1.5,31.4,20.6,26.0,5.4,11.1,open-meteo-archive
2024-04-02,Baringo,0.81,35.9,9.6,33.0,19.8,26.4,5.4,24.9,open-meteo-archive
2024-04-03,Baringo,0.81,35.9,8.1,29.3,18.3,23.8,4.57,15.5,open-meteo-archive
2024-04-04,Baringo,0.81,35.9,4.4,25.2,19.2,22.2,2.45,5.6,open-meteo-archive
2024-04-05,Baringo,0.81,35.9,0.1,29.9,19.9,24.9,5.16,14.8,open-meteo-archive
2024-04-06,Baringo,0.81,35.9,1.9,28.7,19.8,24.25,4.21,11.6,open-meteo-archive
2024-04-07,Baringo,0.81,35.9,3.7,31.2,18.3,24.75,5.14,13.8,open-meteo-archive
2024-04-08,Baringo,0.81,35.9,4.6,30.4,19.1,24.75,5.1,11.2,open-meteo-archive
2024-04-09,Baringo,0.81,35.9,1.4,29.2,19.6,24.4,3.77,9.2,open-meteo-archive
2024-04-10,Baringo,0.81,35.9,0.0,31.2,18.8,25.0,5.5,14.8,open-meteo-archive
2024-04-11,Baringo,0.81,35.9,3.9,31.4,19.5,25.45,5.24,14.8,open-meteo-archive
2024-04-12,Baringo,0.81,35.9,0.6,31.4,19.9,25.65,5.39,13.2,open-meteo-archive
2024-04-13,Baringo,0.81,35.9,0.7,31.9,20.3,26.1,5.35,12.1,open-meteo-archive
2024-04-14,Baringo,0.81,35.9,0.1,33.5,21.2,27.35,5.72,15.8,open-meteo-archive
2024-04-15,Baringo,0.81,35.9,0.4,34.5,20.5,27.5,5.94,15.8,open-meteo-archive
2024-04-16,Baringo,0.81,35.9,0.0,34.4,21.4,27.9,6.11,13.7,open-meteo-archive
2024-04-17,Baringo,0.81,35.9,0.0,35.2,20.7,27.95,6.29,12.1,open-meteo-archive
2024-04-18,Baringo,0.81,35.9,0.0,35.5,21.9,28.7,6.38,14.2,open-meteo-archive
2024-04-19,Baringo,0.81,35.9,0.8,36.0,22.6,29.3,6.14,14.2,open-meteo-archive
2024-04-20,Baringo,0.81,35.9,5.6,32.9,19.9,26.4,5.15,14.8,open-meteo-archive
2024-04-21,Baringo,0.81,35.9,15.7,27.4,20.2,23.8,3.2,9.4,open-meteo-archive
2024-04-22,Baringo,0.81,35.9,1.4,32.6,19.8,26.2,5.54,12.2,open-meteo-archive
2024-04-23,Baringo,0.81,35.9,15.3,31.1,19.8,25.45,5.02,12.2,open-meteo-archive
2024-04-24,Baringo,0.81,35.9,2.1,31.8,19.5,25.65,5.26,12.1,open-meteo-archive
2024-04-25,Baringo,0.81,35.9,37.7,30.6,20.0,25.3,4.17,9.9,open-meteo-archive
2024-04-26,Baringo,0.81,35.9,20.2,27.0,20.5,23.75,2.84,6.1,open-meteo-archive
2024-04-27,Baringo,0.81,35.9,3.9,30.7,19.4,25.05,4.62,9.7,open-meteo-archive
2024-04-28,Baringo,0.81,35.9,18.4,27.4,21.0,24.2,3.46,13.1,open-meteo-archive
2024-04-29,Baringo,0.81,35.9,42.1,27.6,20.2,23.9,3.54,9.7,open-meteo-archive
2024-04-30,Baringo,0.81,35.9,26.8,29.1,19.5,24.3,4.4,11.0,open-meteo-archive
2024-05-01,Baringo,0.81,35.9,6.0,30.4,19.7,25.05,4.7,13.2,open-meteo-archive
2024-05-02,Baringo,0.81,35.9,13.2,26.2,20.2,23.2,2.62,6.7,open-meteo-archive
2024-05-03,Baringo,0.81,35.9,12.6,28.5,20.5,24.5,4.09,9.1,open-meteo-archive
2024-05-04,Baringo,0.81,35.9,19.1,24.2,20.3,22.25,1.63,9.0,open-meteo-archive
2024-05-05,Baringo,0.81,35.9,18.9,29.2,19.7,24.45,3.57,13.7,open-meteo-archive
2024-05-06,Baringo,0.81,35.9,4.3,28.3,20.5,24.4,3.31,10.4,open-meteo-archive
2024-05-07,Baringo,0.81,35.9,1.9,30.3,20.2,25.25,4.86,12.5,open-meteo-archive
2024-05-08,Baringo,0.81,35.9,0.3,29.9,20.0,24.95,4.89,10.6,open-meteo-archive
2024-05-09,Baringo,0.81,35.9,20.9,29.2,19.8,24.5,5.05,14.0,open-meteo-archive
2024-05-10,Baringo,0.81,35.9,6.6,29.6,18.8,24.2,4.91,10.9,open-meteo-archive
2024-05-11,Baringo,0.81,35.9,0.2,30.1,18.5,24.3,4.93,7.1,open-meteo-archive
2024-05-12,Baringo,0.81,35.9,0.0,31.0,19.9,25.45,5.14,6.8,open-meteo-archive
2024-05-13,Baringo,0.81,35.9,0.0,30.9,18.1,24.5,5.27,7.6,open-meteo-archive
2024-05-14,Baringo,0.81,35.9,0.0,30.7,20.5,25.6,5.13,10.4,open-meteo-archive
2024-05-15,Baringo,0.81,35.9,0.0,30.5,20.6,25.55,5.08,11.2,open-meteo-archive
2024-05-16,Baringo,0.81,35.9,0.9,29.8,20.0,24.9,4.82,11.3,open-meteo-archive
2024-05-17,Baringo,0.81,35.9,0.4,30.5,19.2,24.85,5.1,11.8,open-meteo-archive
2024-05-18,Baringo,0.81,35.9,0.0,31.0,21.0,26.0,5.23,11.3,open-meteo-archive
2024-05-19,Baringo,0.81,35.9,0.0,32.1,20.6,26.35,5.29,11.0,open-meteo-archive
2024-05-20,Baringo,0.81,35.9,14.3,30.3,20.3,25.3,4.57,12.6,open-meteo-archive
2024-05-21,Baringo,0.81,35.9,9.6,28.8,19.6,24.2,4.22,10.4,open-meteo-archive
2024-05-22,Baringo,0.81,35.9,0.3,29.7,19.4,24.55,4.58,6.8,open-meteo-archive
2024-05-23,Baringo,0.81,35.9,1.3,28.9,20.2,24.55,3.64,12.2,open-meteo-archive
2024-05-24,Baringo,0.81,35.9,4.5,28.9,20.1,24.5,4.34,12.0,open-meteo-archive
2024-05-25,Baringo,0.81,35.9,0.2,29.2,17.9,23.55,4.78,8.1,open-meteo-archive
2024-05-26,Baringo,0.81,35.9,0.0,29.4,19.3,24.35,4.8,8.9,open-meteo-archive
2024-05-27,Baringo,0.81,35.9,0.0,29.1,19.7,24.4,4.75,8.2,open-meteo-archive
2024-05-28,Baringo,0.81,35.9,0.0,30.2,19.8,25.0,4.91,10.0,open-meteo-archive
2024-05-29,Baringo,0.81,35.9,0.0,29.6,18.8,24.2,4.87,10.2,open-meteo-archive
2024-05-30,Baringo,0.81,35.9,0.0,30.1,19.3,24.7,4.89,10.9,open-meteo-archive
2024-05-31,Baringo,0.81,35.9,0.0,30.5,18.7,24.6,5.01,12.1,open-meteo-archive
2024-06-01,Baringo,0.81,35.9,0.0,30.8,18.5,24.65,4.95,9.8,open-meteo-archive
2024-06-02,Baringo,0.81,35.9,0.0,31.2,20.2,25.7,4.89,9.4,open-meteo-archive
2024-06-03,Baringo,0.81,35.9,0.1,31.1,20.1,25.6,5.01,11.2,open-meteo-archive
2024-06-04,Baringo,0.81,35.9,0.0,32.0,21.1,26.55,5.08,11.6,open-meteo-archive
2024-06-05,Baringo,0.81,35.9,0.0,31.5,20.7,26.1,5.04,12.4,open-meteo-archive
2024-06-06,Baringo,0.81,35.9,0.0,31.2,20.6,25.9,4.92,9.1,open-meteo-archive
2024-06-07,Baringo,0.81,35.9,0.0,31.8,20.4,26.1,5.05,10.8,open-meteo-archive
2024-06-08,Baringo,0.81,35.9,0.0,31.6,19.6,25.6,4.88,10.0,open-meteo-archive
2024-06-09,Baringo,0.81,35.9,8.1,30.1,19.9,25.0,4.66,13.6,open-meteo-archive
2024-06-10,Baringo,0.81,35.9,0.5,28.9,18.3,23.6,4.38,8.6,open-meteo-archive
2024-06-11,Baringo,0.81,35.9,0.0,29.4,18.4,23.9,4.64,8.5,open-meteo-archive
2024-06-12,Baringo,0.81,35.9,0.0,29.7,19.6,24.65,4.61,8.0,open-meteo-archive
2024-06-13,Baringo,0.81,35.9,0.0,30.5,19.0,24.75,4.91,10.2,open-meteo-archive
2024-06-14,Baringo,0.81,35.9,0.0,31.0,18.9,24.95,5.0,9.8,open-meteo-archive
2024-06-15,Baringo,0.81,35.9,0.0,30.9,18.9,24.9,4.89,10.1,open-meteo-archive
2024-06-16,Baringo,0.81,35.9,1.5,30.8,19.3,25.05,4.9,13.5,open-meteo-archive
2024-06-17,Baringo,0.81,35.9,7.2,29.6,19.3,24.45,4.29,12.4,open-meteo-archive
2024-06-18,Baringo,0.81,35.9,0.0,30.7,17.4,24.05,4.93,10.8,open-meteo-archive
2024-06-19,Baringo,0.81,35.9,0.0,30.8,19.8,25.3,4.91,8.5,open-meteo-archive
2024-06-20,Baringo,0.81,35.9,0.0,31.2,19.9,25.55,4.83,10.1,open-meteo-archive
2024-06-21,Baringo,0.81,35.9,0.0,32.0,18.4,25.2,4.91,7.2,open-meteo-archive
2024-06-22,Baringo,0.81,35.9,0.0,30.6,18.5,24.55,4.99,10.4,open-meteo-archive
2024-06-23,Baringo,0.81,35.9,0.0,31.2,19.4,25.3,4.83,10.5,open-meteo-archive
2024-06-24,Baringo,0.81,35.9,0.0,31.5,19.5,25.5,5.05,9.4,open-meteo-archive
2024-06-25,Baringo,0.81,35.9,0.0,30.2,19.5,24.85,4.8,9.9,open-meteo-archive
2024-06-26,Baringo,0.81,35.9,0.0,31.1,19.7,25.4,4.86,10.8,open-meteo-archive
2024-06-27,Baringo,0.81,35.9,0.0,31.7,19.8,25.75,5.23,9.7,open-meteo-archive
2024-06-28,Baringo,0.81,35.9,0.0,31.3,19.4,25.35,5.27,9.5,open-meteo-archive
2024-06-29,Baringo,0.81,35.9,0.0,31.2,19.8,25.5,5.27,11.5,open-meteo-archive
2024-06-30,Baringo,0.81,35.9,0.0,31.7,20.7,26.2,5.13,9.8,open-meteo-archive
2024-07-01,Baringo,0.81,35.9,0.0,32.0,19.9,25.95,5.24,11.5,open-meteo-archive
2024-07-02,Baringo,0.81,35.9,0.0,32.8,19.9,26.35,5.3,12.6,open-meteo-archive
2024-07-03,Baringo,0.81,35.9,0.0,32.2,20.1,26.15,5.34,10.9,open-meteo-archive
2024-07-04,Baringo,0.81,35.9,0.0,32.2,19.9,26.05,5.4,11.6,open-meteo-archive
2024-07-05,Baringo,0.81,35.9,0.0,32.5,20.2,26.35,5.29,12.9,open-meteo-archive
2024-07-06,Baringo,0.81,35.9,0.0,32.4,20.4,26.4,5.19,12.7,open-meteo-archive
2024-07-07,Baringo,0.81,35.9,4.0,29.7,19.4,24.55,3.68,10.6,open-meteo-archive
2024-07-08,Baringo,0.81,35.9,5.8,28.6,18.4,23.5,3.64,11.4,open-meteo-archive
2024-07-09,Baringo,0.81,35.9,2.8,30.4,19.4,24.9,4.33,12.6,open-meteo-archive
2024-07-10,Baringo,0.81,35.9,0.4,30.8,19.7,25.25,4.65,8.6,open-meteo-archive
2024-07-11,Baringo,0.81,35.9,0.2,29.9,19.6,24.75,4.53,11.5,open-meteo-archive
2024-07-12,Baringo,0.81,35.9,0.1,29.8,19.1,24.45,4.64,13.0,open-meteo-archive
2024-07-13,Baringo,0.81,35.9,2.1,31.8,19.3,25.55,5.08,13.9,open-meteo-archive
2024-07-14,Baringo,0.81,35.9,6.2,31.9,20.1,26.0,4.74,12.5,open-meteo-archive
2024-07-15,Baringo,0.81,35.9,5.0,30.0,18.9,24.45,4.23,10.3,open-meteo-archive
2024-07-16,Baringo,0.81,35.9,9.9,26.1,19.0,22.55,3.43,9.2,open-meteo-archive
2024-07-17,Baringo,0.81,35.9,8.5,26.6,18.0,22.3,3.26,8.7,open-meteo-archive
2024-07-18,Baringo,0.81,35.9,22.9,26.0,17.7,21.85,3.53,9.2,open-meteo-archive
2024-07-19,Baringo,0.81,35.9,13.7,27.3,18.7,23.0,3.95,8.7,open-meteo-archive
2024-07-20,Baringo,0.81,35.9,17.1,26.1,18.4,22.25,3.14,10.4,open-meteo-archive
2024-07-21,Baringo,0.81,35.9,13.2,26.7,18.3,22.5,3.82,10.8,open-meteo-archive
2024-07-22,Baringo,0.81,35.9,20.4,26.6,19.0,22.8,3.32,10.9,open-meteo-archive
2024-07-23,Baringo,0.81,35.9,4.9,26.5,17.6,22.05,3.57,9.2,open-meteo-archive
2024-07-24,Baringo,0.81,35.9,7.4,27.0,18.4,22.7,3.75,9.0,open-meteo-archive
2024-07-25,Baringo,0.81,35.9,4.0,26.8,17.8,22.3,4.05,10.8,open-meteo-archive
2024-07-26,Baringo,0.81,35.9,28.5,27.3,18.3,22.8,3.76,8.2,open-meteo-archive
2024-07-27,Baringo,0.81,35.9,8.5,26.3,17.8,22.05,4.07,9.8,open-meteo-archive
2024-07-28,Baringo,0.81,35.9,14.8,25.2,19.0,22.1,2.71,12.1,open-meteo-archive
2024-07-29,Baringo,0.81,35.9,14.3,26.8,18.4,22.6,3.71,10.2,open-meteo-archive
2024-07-30,Baringo,0.81,35.9,5.1,27.1,17.7,22.4,2.79,10.0,open-meteo-archive
2024-07-31,Baringo,0.81,35.9,10.8,27.1,18.4,22.75,3.15,8.7,open-meteo-archive
2024-08-01,Baringo,0.81,35.9,13.2,25.8,16.7,21.25,4.06,10.9,open-meteo-archive
2024-08-02,Baringo,0.81,35.9,8.7,26.9,17.4,22.15,4.12,10.2,open-meteo-archive
2024-08-03,Baringo,0.81,35.9,8.0,27.6,17.5,22.55,4.3,9.3,open-meteo-archive
2024-08-04,Baringo,0.81,35.9,7.2,27.9,17.8,22.85,4.45,13.9,open-meteo-archive
2024-08-05,Baringo,0.81,35.9,5.0,27.9,18.3,23.1,4.16,10.4,open-meteo-archive
2024-08-06,Baringo,0.81,35.9,11.8,25.0,18.2,21.6,3.66,10.9,open-meteo-archive
2024-08-07,Baringo,0.81,35.9,0.5,28.0,17.8,22.9,4.45,8.6,open-meteo-archive
2024-08-08,Baringo,0.81,35.9,0.1,28.8,18.9,23.85,4.68,10.6,open-meteo-archive
2024-08-09,Baringo,0.81,35.9,4.7,28.2,18.3,23.25,4.38,10.1,open-meteo-archive
2024-08-10,Baringo,0.81,35.9,6.7,28.8,17.2,23.0,4.6,12.1,open-meteo-archive
2024-08-11,Baringo,0.81,35.9,1.6,28.3,18.0,23.15,4.78,14.8,open-meteo-archive
2024-08-12,Baringo,0.81,35.9,3.8,27.8,18.4,23.1,4.26,9.4,open-meteo-archive
2024-08-13,Baringo,0.81,35.9,9.0,27.5,17.6,22.55,4.06,9.7,open-meteo-archive
2024-08-14,Baringo,0.81,35.9,1.7,28.8,17.6,23.2,4.71,12.7,open-meteo-archive
2024-08-15,Baringo,0.81,35.9,16.9,27.0,18.7,22.85,3.65,12.4,open-meteo-archive
2024-08-16,Baringo,0.81,35.9,10.0,25.1,18.3,21.7,2.9,9.4,open-meteo-archive
2024-08-17,Baringo,0.81,35.9,8.4,27.2,17.5,22.35,3.66,9.8,open-meteo-archive
2024-08-18,Baringo,0.81,35.9,6.3,26.4,18.6,22.5,3.65,8.7,open-meteo-archive
2024-08-19,Baringo,0.81,35.9,11.0,26.4,19.0,22.7,3.37,8.8,open-meteo-archive
2024-08-20,Baringo,0.81,35.9,26.5,24.9,17.1,21.0,3.28,8.4,open-meteo-archive
2024-08-21,Baringo,0.81,35.9,2.3,26.1,17.7,21.9,3.31,9.7,open-meteo-archive
2024-08-22,Baringo,0.81,35.9,8.1,23.3,17.6,20.45,2.35,10.5,open-meteo-archive
2024-08-23,Baringo,0.81,35.9,20.1,26.4,17.3,21.85,4.0,8.9,open-meteo-archive
2024-08-24,Baringo,0.81,35.9,5.5,28.1,17.0,22.55,4.49,10.5,open-meteo-archive
2024-08-25,Baringo,0.81,35.9,0.0,28.4,17.7,23.05,4.73,12.3,open-meteo-archive
2024-08-26,Baringo,0.81,35.9,0.2,28.1,17.3,22.7,4.66,9.2,open-meteo-archive
2024-08-27,Baringo,0.81,35.9,0.0,29.1,17.0,23.05,5.03,8.4,open-meteo-archive
2024-08-28,Baringo,0.81,35.9,0.0,29.5,19.1,24.3,5.11,11.8,open-meteo-archive
2024-08-29,Baringo,0.81,35.9,0.0,30.1,18.5,24.3,5.22,8.1,open-meteo-archive
2024-08-30,Baringo,0.81,35.9,0.0,30.2,18.4,24.3,5.41,8.7,open-meteo-archive
2024-08-31,Baringo,0.81,35.9,0.0,30.5,18.8,24.65,5.37,10.3,open-meteo-archive
2024-09-01,Baringo,0.81,35.9,0.0,30.0,18.9,24.45,5.22,11.5,open-meteo-archive
2024-09-02,Baringo,0.81,35.9,2.3,28.5,18.8,23.65,4.09,10.5,open-meteo-archive
2024-09-03,Baringo,0.81,35.9,0.1,29.1,17.0,23.05,5.22,10.3,open-meteo-archive
2024-09-04,Baringo,0.81,35.9,0.0,29.2,18.6,23.9,4.98,8.2,open-meteo-archive
2024-09-05,Baringo,0.81,35.9,0.0,29.6,17.7,23.65,5.25,6.4,open-meteo-archive
2024-09-06,Baringo,0.81,35.9,0.1,30.0,18.8,24.4,5.05,9.2,open-meteo-archive
2024-09-07,Baringo,0.81,35.9,0.0,30.9,19.0,24.95,5.54,11.3,open-meteo-archive
2024-09-08,Baringo,0.81,35.9,0.0,31.4,19.2,25.3,5.49,9.2,open-meteo-archive
2024-09-09,Baringo,0.81,35.9,0.0,32.0,19.4,25.7,5.59,8.4,open-meteo-archive
2024-09-10,Baringo,0.81,35.9,0.0,33.6,19.7,26.65,5.98,15.0,open-meteo-archive
2024-09-11,Baringo,0.81,35.9,0.0,33.1,19.7,26.4,5.65,8.5,open-meteo-archive
2024-09-12,Baringo,0.81,35.9,0.0,33.1,19.9,26.5,5.89,8.5,open-meteo-archive
2024-09-13,Baringo,0.81,35.9,0.0,32.7,20.0,26.35,5.77,12.2,open-meteo-archive
2024-09-14,Baringo,0.81,35.9,0.0,34.0,19.7,26.85,6.15,15.1,open-meteo-archive
2024-09-15,Baringo,0.81,35.9,0.0,33.4,19.3,26.35,6.02,11.0,open-meteo-archive
2024-09-16,Baringo,0.81,35.9,0.0,33.2,20.1,26.65,6.22,12.0,open-meteo-archive
2024-09-17,Baringo,0.81,35.9,0.0,32.7,19.6,26.15,5.69,10.7,open-meteo-archive
